CustomerID,Sex,Age,Marital Status,Number of Dependants,Annual Income,Account Type,Credit Limit,Number of Accounts,Months since Openning,Outstanding Balance,Utilisation Ratio,Total Amount of Transactions,Total Number of Transactions,Number of Contacts over 12 months,Months Inactive over 12 months,Status
1429970612,F,39,Single,3,Less than $50K,Silver,3651,6,36,0,0,862,19,3,1,Closed
1419519212,M,35,Married,0,$110K and Over,Silver,3176,5,36,1510,0.475,2074,48,1,2,Active
1440011162,F,43,Unknown,1,Less than $50K,Silver,1834,4,32,1416,0.772,5653,79,3,4,Active
1573137512,M,49,Single,2,$90K - $110K,Silver,4939,3,43,1190,0.241,3764,64,5,3,Active
1435261262,M,37,Married,3,$70K - $90K,Silver,2576,5,29,1640,0.637,2568,34,5,1,Active
1435856762,F,46,Single,2,Less than $50K,Silver,5494,3,30,2142,0.39,8328,78,0,1,Active
1418604962,M,48,Unknown,1,Less than $50K,Silver,7199,5,43,1031,0.143,4041,73,3,3,Active
1543542812,F,42,Married,3,Less than $50K,Silver,2940,2,31,0,0,14792,120,2,3,Active
1559089262,M,47,Single,4,$90K - $110K,Silver,34010,3,32,1340,0.039,1739,39,2,3,Active
1431700862,M,61,Unknown,1,$90K - $110K,Silver,8851,6,52,0,0,1257,36,1,6,Active
1438397762,M,50,Married,2,$70K - $90K,Silver,6508,4,39,2276,0.35,4254,77,4,1,Active
1599000362,M,31,Married,1,$70K - $90K,Silver,2685,5,22,1580,0.588,1642,36,3,1,Active
1425725762,F,56,Unknown,2,Unknown,Silver,5264,5,45,0,0,4943,70,3,1,Active
1559736962,F,40,Married,5,Less than $50K,Silver,2038,6,24,793,0.389,3513,67,1,1,Active
1473108662,F,48,Married,4,Less than $50K,Silver,3521,3,41,672,0.191,3291,65,3,1,Active
1425125162,F,55,Single,3,Less than $50K,Silver,1438.3,5,42,0,0,4660,87,1,2,Active
1509132662,F,46,Married,3,$50K - $70K,Silver,2644,3,39,2126,0.804,3601,66,2,3,Active
1417408562,F,40,Single,3,Unknown,Silver,3698,3,36,478,0.129,2051,31,2,2,Closed
1628948012,M,42,Divorced,3,$90K - $110K,Silver,27310,6,37,0,0,1537,41,3,3,Active
1418049812,F,44,Married,4,Less than $50K,Silver,1438.3,6,36,0,0,4257,89,2,3,Active
1432977062,F,45,Married,3,$50K - $70K,Silver,3399,6,37,0,0,5529,78,2,2,Closed
1559231912,F,38,Married,4,Less than $50K,Silver,1736,1,27,1319,0.76,5045,86,1,3,Active
1557902312,M,44,Married,1,$90K - $110K,Silver,13298,4,29,1694,0.127,3476,66,3,3,Active
1559320862,M,48,Single,2,$50K - $70K,Silver,3261,6,31,1730,0.531,4242,65,3,3,Active
1433950712,M,40,Married,3,$110K and Over,Silver,4642,3,28,1676,0.361,5080,76,2,3,Active
1441352312,M,36,Married,1,$50K - $70K,Silver,3735,5,16,2027,0.543,1672,48,2,3,Active
1431439262,F,41,Unknown,4,Less than $50K,Silver,3189,4,32,0,0,4813,86,1,3,Active
1558953962,F,35,Single,3,Less than $50K,Silver,2956,6,17,1823,0.617,2144,58,1,1,Active
1434150662,F,44,Married,3,Less than $50K,Silver,2679,5,31,727,0.271,4804,78,2,6,Active
1427863112,F,36,Married,3,Less than $50K,Silver,1707,2,36,0,0,2060,52,2,2,Closed
1438467212,M,61,Unknown,1,$70K - $90K,Silver,16929,6,49,1838,0.109,4799,79,2,2,Active
1544785862,M,59,Single,0,$50K - $70K,Silver,3616,2,48,1054,0.291,687,17,3,4,Closed
1435267862,M,56,Married,2,Less than $50K,Silver,4390,5,44,0,0,8454,69,1,3,Closed
1439769212,M,44,Single,5,$70K - $90K,Silver,13477,3,34,2057,0.153,3866,67,5,3,Active
1637406812,M,37,Married,3,$70K - $90K,Silver,2253,6,32,1667,0.74,1641,45,2,2,Active
1558652762,F,49,Single,2,Less than $50K,Silver,2381,6,31,1603,0.673,4013,79,3,1,Active
1436681462,F,49,Married,1,$50K - $70K,Silver,5481,5,38,0,0,3380,73,2,2,Active
1421610062,F,40,Married,3,Less than $50K,Silver,3125,6,30,2041,0.653,4372,68,2,3,Active
1422473612,F,44,Married,4,Less than $50K,Silver,2020,5,28,0,0,2621,45,3,2,Closed
1426609562,M,49,Married,2,$110K and Over,Silver,14646,2,40,1448,0.099,8160,92,1,4,Active
1579492112,M,50,Single,2,$90K - $110K,Silver,19999,4,38,1007,0.05,3183,69,1,1,Active
1437610712,F,43,Divorced,4,Less than $50K,Silver,3195,2,34,1954,0.612,1285,29,1,3,Active
1579736312,F,45,Unknown,3,$50K - $70K,Silver,4318,2,35,2359,0.546,12867,118,2,3,Active
1615212512,M,54,Married,3,$90K - $110K,Silver,11114,2,49,2482,0.223,5044,81,3,3,Active
1439370362,F,56,Married,2,Less than $50K,Silver,4746,2,48,0,0,7154,66,2,4,Closed
1577882762,M,47,Unknown,2,$70K - $90K,Silver,2458,4,33,1399,0.569,1563,40,2,2,Active
1417088612,F,58,Married,1,Less than $50K,Silver,2495,5,47,2061,0.826,4399,70,4,3,Active
1425683312,M,38,Single,2,$90K - $110K,Silver,34516,2,22,1595,0.046,8871,97,3,1,Active
1427105012,M,45,Unknown,4,$70K - $90K,Silver,8670,1,33,1930,0.223,13767,96,1,5,Active
1430869262,M,43,Single,4,$70K - $90K,Silver,22322,4,36,953,0.043,1348,34,0,1,Active
1428978962,F,49,Divorced,5,$50K - $70K,Silver,2920,6,40,0,0,2306,39,2,4,Closed
1637424512,F,41,Married,2,$50K - $70K,Silver,2329,6,36,1271,0.546,4382,70,3,2,Active
1420158062,M,43,Single,2,$110K and Over,Silver,30137,5,33,1368,0.045,3522,74,1,3,Active
1587237812,F,39,Single,5,Less than $50K,Silver,1438.3,5,33,668,0.464,5205,78,2,2,Active
1424016662,F,45,Divorced,0,Less than $50K,Silver,5923,6,35,1686,0.285,1236,35,3,1,Active
1416727712,M,44,Married,4,$90K - $110K,Silver,19430,3,36,0,0,3650,80,3,2,Active
1441123862,F,58,Divorced,2,Less than $50K,Gold,11684,6,46,653,0.056,4900,61,4,1,Active
1432952762,F,43,Married,3,Less than $50K,Silver,1721,5,35,729,0.424,4853,74,2,3,Active
1584282662,F,48,Single,3,$50K - $70K,Silver,9215,1,42,639,0.069,13345,114,3,2,Active
1436751362,M,41,Single,3,$70K - $90K,Silver,5841,6,28,2463,0.422,3817,81,0,3,Active
1439066312,F,46,Unknown,4,$50K - $70K,Silver,2505,4,38,0,0,4384,80,3,2,Active
1559906162,F,54,Married,3,Unknown,Silver,5122,4,38,1642,0.321,1908,39,4,2,Active
1441865312,F,58,Single,0,Less than $50K,Silver,1977,5,46,0,0,2341,37,2,4,Closed
1432529462,F,51,Single,2,Less than $50K,Silver,1438.3,1,36,718,0.499,4447,71,2,3,Active
1432899512,M,32,Married,3,$50K - $70K,Silver,6407,5,18,963,0.15,1921,43,3,3,Active
1432273112,M,44,Single,4,$90K - $110K,Silver,22074,4,34,0,0,4406,80,3,4,Active
1580208062,M,37,Single,3,$70K - $90K,Silver,5924,6,30,1023,0.173,3305,80,3,1,Active
1418824112,M,56,Unknown,2,$90K - $110K,Silver,4731,1,36,831,0.176,14952,118,1,1,Active
1442954312,F,54,Single,1,Unknown,Silver,26053,6,36,829,0.032,2768,70,4,3,Active
1633039412,F,38,Married,2,Less than $50K,Silver,7530,4,33,1336,0.177,14719,115,3,3,Active
1541639612,M,47,Married,4,$70K - $90K,Gold,34516,3,33,1679,0.049,1060,27,1,2,Active
1420459862,F,37,Single,3,Less than $50K,Silver,6077,3,36,1397,0.23,2837,74,3,2,Active
1418342312,F,35,Married,1,Unknown,Silver,1438.3,3,23,0,0,3995,82,1,3,Active
1421735312,F,41,Married,2,Less than $50K,Gold,12301,4,33,2250,0.183,1307,29,0,2,Active
1589138312,F,52,Single,2,Less than $50K,Silver,1954,5,35,808,0.414,4897,70,3,2,Active
1436697362,F,50,Married,2,Less than $50K,Silver,1963,3,37,1357,0.691,1861,51,4,2,Active
1431048512,F,45,Single,3,Less than $50K,Silver,2917,1,27,1523,0.522,4878,92,3,6,Active
1422032012,F,55,Married,4,$50K - $70K,Silver,2158,2,45,0,0,615,12,3,4,Closed
1427089862,M,31,Single,2,Less than $50K,Silver,5871,1,19,1829,0.312,15645,117,3,2,Active
1559050562,M,34,Married,2,$50K - $70K,Silver,3323,6,17,1062,0.32,4610,78,1,2,Active
1418632862,F,39,Single,2,$50K - $70K,Silver,4938,5,29,1593,0.323,4516,82,1,3,Active
1416398762,M,57,Unknown,2,$90K - $110K,Silver,30543,4,48,264,0.009,7784,63,3,1,Closed
1441902212,F,44,Single,3,Less than $50K,Silver,3075,5,33,2517,0.819,3534,53,5,3,Active
1633235312,F,47,Married,2,$50K - $70K,Silver,3256,2,42,2035,0.625,7075,89,1,3,Active
1437335912,M,43,Divorced,3,$110K and Over,Silver,34516,3,30,2517,0.073,7437,86,2,1,Active
1438633412,F,50,Divorced,2,Less than $50K,Silver,2855,3,36,527,0.185,3645,69,4,2,Active
1417324862,F,40,Married,1,$50K - $70K,Silver,1737,4,36,1689,0.972,2459,43,4,2,Closed
1540415462,M,31,Married,0,Less than $50K,Silver,4093,2,25,0,0,15495,112,0,3,Active
1441643762,F,47,Single,4,Less than $50K,Silver,8837,1,27,2517,0.285,8210,100,2,2,Active
1586122262,F,50,Married,2,$50K - $70K,Silver,2339,6,44,1440,0.616,893,22,3,2,Active
1419427562,F,45,Divorced,3,Less than $50K,Silver,1942,3,32,0,0,1853,31,2,2,Closed
1434713162,M,57,Married,2,$110K and Over,Silver,3106,3,40,1120,0.361,683,17,3,3,Closed
1442933612,F,62,Married,0,Less than $50K,Silver,1764,3,36,1540,0.873,2094,47,2,2,Active
1575004712,M,52,Single,2,$90K - $110K,Silver,8695,6,40,1407,0.162,2030,58,3,1,Active
1431284762,M,43,Single,3,$50K - $70K,Silver,4112,6,36,768,0.187,1334,40,3,3,Active
1441799612,M,50,Married,1,$110K and Over,Silver,34516,6,30,2010,0.058,2776,59,5,2,Active
1417696412,M,48,Single,4,$70K - $90K,Silver,3307,4,30,2234,0.676,4006,68,2,2,Active
1577450312,M,36,Single,1,$50K - $70K,Silver,12714,5,20,976,0.077,2240,53,2,1,Active
1607671262,M,40,Single,3,$50K - $70K,Gold,21308,4,33,564,0.026,1322,38,3,1,Active
1576322912,M,53,Single,2,$70K - $90K,Silver,22558,5,45,818,0.036,3855,70,2,1,Active
1438631312,F,53,Married,0,$50K - $70K,Silver,2883,6,36,1936,0.672,4244,53,3,2,Active
1422914312,M,55,Single,3,$110K and Over,Silver,12948,5,36,1839,0.142,2481,42,3,3,Active
1425371312,F,32,Married,0,Less than $50K,Silver,1438.3,5,36,0,0,2464,37,3,3,Closed
1418244062,M,43,Single,2,$70K - $90K,Silver,6976,4,36,0,0,1217,39,2,3,Active
1432511762,M,37,Married,5,$90K - $110K,Silver,16730,2,26,1956,0.117,1740,43,2,1,Active
1434247562,F,58,Single,0,Less than $50K,Silver,3008,5,36,2517,0.837,4627,68,1,3,Active
1442069312,F,55,Single,3,$50K - $70K,Silver,2496,5,32,1999,0.801,2590,50,4,3,Closed
1423473062,M,55,Married,2,$90K - $110K,Silver,9959,3,47,1209,0.121,1584,28,3,3,Active
1425037262,M,43,Married,3,$90K - $110K,Silver,3946,6,36,1275,0.323,14822,96,3,2,Active
1424748362,M,45,Married,4,$110K and Over,Silver,34516,6,33,2086,0.06,1859,47,3,1,Active
1428006062,M,56,Divorced,1,$110K and Over,Silver,3730,1,36,0,0,13997,102,2,1,Active
1441573712,F,48,Single,3,Unknown,Silver,1630,3,36,1243,0.763,1884,43,1,3,Closed
1438833362,F,52,Single,0,Unknown,Silver,12366,3,36,0,0,4880,76,1,4,Active
1595418062,F,44,Married,3,Less than $50K,Silver,7222,6,38,0,0,920,18,3,1,Closed
1577668112,M,35,Unknown,2,$50K - $70K,Silver,8599,4,19,938,0.109,3015,64,3,3,Active
1440801962,F,53,Single,1,Less than $50K,Silver,2126,6,43,1257,0.591,4340,70,3,2,Active
1417548662,M,41,Married,3,$90K - $110K,Silver,4119,4,24,1656,0.402,1455,35,3,3,Active
1416347762,F,33,Married,3,$50K - $70K,Silver,1864,5,28,1081,0.58,2607,44,3,2,Active
1442752112,F,53,Married,1,$50K - $70K,Silver,2164,2,39,1115,0.515,4341,69,3,3,Active
1426292462,F,51,Married,0,Unknown,Silver,9989,1,42,568,0.057,2053,49,4,4,Closed
1435926962,F,49,Single,2,Less than $50K,Silver,2934,5,37,2381,0.812,3396,64,4,1,Active
1426899212,F,48,Single,3,$50K - $70K,Silver,3871,5,36,2055,0.531,5480,58,2,3,Active
1542449162,F,45,Unknown,3,Less than $50K,Silver,2900,6,32,2018,0.696,4467,79,3,1,Active
1634848862,F,45,Single,3,Less than $50K,Silver,2059,3,30,1118,0.543,4110,71,3,2,Active
1426376162,F,42,Married,3,$50K - $70K,Silver,1438.3,4,36,0,0,2191,51,3,2,Closed
1429922762,M,50,Married,3,$90K - $110K,Gold,34516,5,36,2292,0.066,8045,71,3,3,Closed
1430846162,M,51,Married,1,$70K - $90K,Silver,22224,3,36,979,0.044,3346,69,4,2,Active
1423677512,M,43,Single,3,$110K and Over,Silver,1438.3,3,31,0,0,1867,45,3,3,Active
1420234262,F,45,Unknown,2,$50K - $70K,Silver,5562,5,37,1556,0.28,4568,76,3,2,Active
1577785112,M,54,Married,2,$90K - $110K,Gold,34516,4,39,2305,0.067,13756,106,4,1,Active
1563593462,M,35,Unknown,3,$90K - $110K,Silver,17030,2,29,1911,0.112,715,25,3,1,Closed
1434173462,F,45,Married,4,Less than $50K,Silver,2484,6,34,1543,0.621,3802,68,1,4,Active
1578246512,F,53,Single,2,Less than $50K,Silver,2329,5,41,2290,0.983,4609,76,3,1,Active
1422868562,M,55,Single,3,$70K - $90K,Silver,4178,2,46,0,0,7914,54,2,4,Closed
1424815862,M,50,Unknown,2,$110K and Over,Silver,24670,1,40,1623,0.066,7772,76,3,2,Active
1543743062,F,51,Married,2,Less than $50K,Silver,1612,4,40,831,0.516,4924,81,3,3,Active
1422664862,F,35,Married,2,$50K - $70K,Silver,2939,4,24,1865,0.635,2077,47,3,1,Active
1634669012,M,63,Single,0,Unknown,Silver,7306,6,47,0,0,2445,43,3,4,Closed
1577244212,F,50,Single,3,Less than $50K,Silver,2382,2,41,1419,0.596,4563,89,2,2,Active
1442977862,F,51,Single,5,Less than $50K,Silver,7645,1,36,2076,0.272,7710,75,1,1,Active
1640077112,M,50,Married,4,$90K - $110K,Silver,34516,2,45,1466,0.042,7223,87,3,1,Active
1419718112,F,60,Single,1,$50K - $70K,Silver,1438.3,5,50,0,0,4148,84,3,1,Active
1516361162,F,44,Single,3,Unknown,Silver,4703,3,37,1555,0.331,4127,89,1,2,Active
1542573362,F,47,Married,1,Less than $50K,Silver,1850,6,35,896,0.484,2613,41,4,2,Closed
1577993612,F,48,Single,3,Less than $50K,Silver,1815,3,35,557,0.307,4519,76,3,4,Active
1515425612,F,36,Married,1,Less than $50K,Silver,1493,4,29,0,0,2516,63,3,2,Closed
1420730912,M,26,Single,0,Less than $50K,Silver,2735,6,36,1348,0.493,2441,58,3,3,Active
1544156462,M,58,Single,4,$90K - $110K,Silver,26108,6,47,1146,0.044,3677,70,0,3,Active
1559771912,F,40,Married,4,Less than $50K,Silver,8014,3,24,1402,0.175,1596,34,2,3,Active
1429816112,F,47,Single,2,Less than $50K,Silver,5145,6,36,0,0,1588,35,2,2,Active
1578843362,F,47,Married,4,Unknown,Silver,1438.3,3,38,0,0,4503,89,1,2,Active
1579791662,M,52,Divorced,3,$110K and Over,Gold,34516,6,42,1230,0.036,2100,38,3,2,Active
1422986612,F,44,Married,3,Less than $50K,Silver,1975,4,36,1264,0.64,2959,63,0,3,Active
1437672512,F,38,Single,2,Less than $50K,Silver,6899,4,21,0,0,3848,71,2,1,Active
1543122362,M,58,Unknown,3,$90K - $110K,Silver,2375,3,46,1163,0.49,4769,80,3,1,Active
1578989162,F,49,Married,2,Less than $50K,Silver,2096,1,40,1276,0.609,4926,82,1,2,Active
1430891462,M,53,Married,1,$110K and Over,Silver,9343,5,45,1286,0.138,1385,31,3,1,Active
1631013212,F,48,Single,4,$50K - $70K,Silver,1538,3,43,0,0,2275,43,4,2,Closed
1420132112,M,45,Married,3,$50K - $70K,Silver,4572,2,28,0,0,3555,42,5,2,Closed
1418543462,M,45,Single,4,$110K and Over,Titanium,34516,2,34,1488,0.043,7281,95,1,2,Active
1434060362,M,53,Married,3,$110K and Over,Silver,12163,3,44,2082,0.171,2649,56,3,2,Active
1575186062,M,42,Divorced,3,$70K - $90K,Silver,2289,2,34,1195,0.522,4955,83,1,1,Active
1519173962,F,51,Married,1,Unknown,Gold,33004,4,44,2418,0.073,10156,72,4,2,Closed
1579336712,M,39,Single,2,$70K - $90K,Silver,21679,2,24,1073,0.049,15581,115,2,3,Active
1418647862,M,47,Single,3,$90K - $110K,Silver,7498,2,29,2319,0.309,1676,51,3,2,Closed
1427397662,F,46,Married,3,Less than $50K,Silver,1801,3,39,316,0.175,2252,42,0,3,Closed
1430643962,M,48,Married,3,$110K and Over,Silver,34516,5,36,787,0.023,1312,32,4,2,Closed
1439705912,M,30,Single,2,$70K - $90K,Silver,4192,1,36,1734,0.414,13345,106,3,3,Active
1430963012,M,35,Married,2,$90K - $110K,Silver,15279,5,36,1496,0.098,2079,57,4,2,Active
1420728512,M,48,Unknown,3,$90K - $110K,Titanium,34516,1,40,1723,0.05,13853,98,3,2,Active
1557105212,F,43,Unknown,1,$50K - $70K,Silver,1766,6,35,0,0,4808,87,2,3,Active
1440635912,F,53,Single,1,Less than $50K,Silver,1982,3,39,1276,0.644,5136,76,3,2,Active
1435074212,F,52,Married,2,Less than $50K,Silver,5207,2,40,1121,0.215,7153,84,1,2,Active
1544823512,F,39,Divorced,3,$50K - $70K,Silver,3400,4,28,2307,0.679,4742,90,3,1,Active
1438761362,M,57,Divorced,3,$90K - $110K,Gold,34516,6,36,1384,0.04,4745,69,4,3,Active
1430592212,M,46,Single,2,$90K - $110K,Silver,10309,2,38,0,0,1760,40,2,3,Closed
1440408062,F,47,Single,5,$50K - $70K,Silver,3888,4,40,2517,0.647,4377,88,4,3,Active
1418192762,F,51,Single,1,Less than $50K,Silver,8900,4,41,798,0.09,16737,88,3,2,Active
1619923412,M,55,Married,2,$90K - $110K,Silver,19159,4,50,2108,0.11,1813,52,4,2,Active
1632760112,M,46,Single,4,$90K - $110K,Diamond,34516,6,41,1104,0.032,1989,47,2,3,Closed
1546518512,F,46,Single,4,Less than $50K,Silver,7128,4,39,1457,0.204,3534,70,3,2,Active
1508964512,M,50,Divorced,2,$50K - $70K,Silver,3525,5,43,0,0,4742,62,4,2,Active
1586694062,F,44,Single,3,Less than $50K,Silver,1438.3,4,38,0,0,4287,80,3,1,Active
1428972062,F,49,Married,4,Less than $50K,Silver,1567,4,31,0,0,2138,41,2,3,Closed
1593069962,F,59,Married,0,Less than $50K,Silver,5512,4,53,1124,0.204,1975,49,2,3,Active
1619081612,M,49,Single,1,$110K and Over,Silver,1438.3,6,44,1058,0.736,4109,72,3,2,Active
1438075562,F,53,Divorced,3,Less than $50K,Silver,2383,5,43,1516,0.636,4917,78,2,1,Active
1579984712,F,43,Single,4,$50K - $70K,Silver,2303,5,35,722,0.314,4469,80,2,2,Active
1546919162,F,45,Single,5,$50K - $70K,Gold,15677,3,39,1227,0.078,3818,81,2,2,Active
1557461612,F,39,Married,2,Less than $50K,Silver,3156,5,19,2095,0.664,2739,56,1,3,Active
1427088062,F,48,Unknown,3,Less than $50K,Silver,1438.3,1,37,0,0,4236,83,3,2,Active
1557343262,F,49,Married,4,$50K - $70K,Silver,1564,6,29,0,0,5172,78,2,3,Active
1570233662,M,46,Single,2,$50K - $70K,Gold,15459,4,40,0,0,1419,30,2,2,Active
1559545412,F,47,Divorced,3,$50K - $70K,Silver,1439,2,36,0,0,5047,79,3,3,Active
1426253162,F,43,Married,2,Unknown,Silver,7210,6,34,782,0.108,4249,75,4,1,Active
1557326762,F,46,Married,1,Less than $50K,Silver,2474,2,36,2143,0.866,1541,40,2,3,Active
1432276712,F,40,Single,4,Less than $50K,Silver,4212,5,24,2517,0.598,2725,41,1,2,Closed
1432945412,F,48,Married,3,Unknown,Silver,20631,3,36,2048,0.099,4827,77,3,1,Active
1429668812,M,35,Single,0,$90K - $110K,Diamond,34516,6,29,1965,0.057,2949,70,3,2,Active
1557207512,F,55,Single,3,$50K - $70K,Silver,2687,5,47,1689,0.629,2370,34,3,4,Closed
1422415562,M,45,Single,3,$90K - $110K,Gold,34516,1,33,0,0,2534,43,3,3,Closed
1422467162,M,58,Married,3,$70K - $90K,Silver,8308,6,40,2517,0.303,1915,37,3,1,Active
1439753312,M,44,Unknown,1,$90K - $110K,Diamond,34516,2,36,0,0,1891,34,3,2,Closed
1534626062,M,41,Divorced,1,$90K - $110K,Silver,19412,6,35,770,0.04,1576,41,3,2,Active
1426013912,M,40,Married,3,$70K - $90K,Silver,6813,3,27,2332,0.342,2634,51,1,2,Closed
1578582812,M,42,Single,3,$90K - $110K,Gold,34516,2,31,2120,0.061,14626,97,3,2,Active
1417573862,F,47,Unknown,3,Unknown,Silver,18064,5,34,2039,0.113,4435,88,4,1,Active
1561444562,M,45,Divorced,4,Less than $50K,Silver,3489,4,34,2517,0.721,2684,39,3,2,Closed
1442858762,M,47,Divorced,4,$90K - $110K,Silver,8757,6,28,0,0,2108,47,3,1,Closed
1430800112,M,53,Single,2,$110K and Over,Silver,19040,4,35,2056,0.108,1212,31,1,2,Active
1441526462,M,59,Single,1,$110K and Over,Silver,4789,2,47,357,0.075,2496,41,2,4,Closed
1423067762,F,48,Married,4,Less than $50K,Silver,2447,3,41,1267,0.518,2132,37,3,3,Closed
1423491812,F,43,Single,3,Less than $50K,Silver,4026,5,35,0,0,1237,32,3,2,Active
1427163512,M,36,Single,2,$70K - $90K,Silver,4511,5,22,754,0.167,2597,71,3,3,Active
1429844462,F,37,Unknown,1,Less than $50K,Silver,3003,3,30,1810,0.603,3148,68,0,5,Active
1431365912,M,53,Single,1,$90K - $110K,Silver,17742,4,36,1463,0.082,3369,55,4,2,Active
1606802012,F,35,Divorced,3,Less than $50K,Silver,1511,4,29,864,0.572,4823,64,3,2,Active
1439392862,F,30,Single,1,Less than $50K,Silver,4541,4,36,0,0,7996,80,6,3,Closed
1427473562,F,35,Married,2,Unknown,Silver,6729,4,23,2375,0.353,2080,50,2,2,Active
1441371962,M,41,Divorced,4,$90K - $110K,Diamond,34516,6,36,0,0,4077,67,2,2,Active
1417037162,F,37,Married,2,Less than $50K,Silver,2588,3,36,1782,0.689,4159,83,1,2,Active
1437726962,M,49,Single,5,$70K - $90K,Silver,5159,6,36,1532,0.297,1826,37,2,1,Active
1438046012,M,58,Married,1,$90K - $110K,Silver,12421,4,42,2517,0.203,1913,49,1,3,Active
1435675862,M,33,Married,2,$90K - $110K,Silver,1438.3,3,22,681,0.473,2730,48,3,3,Active
1427146562,M,45,Single,2,$70K - $90K,Gold,32349,6,26,1630,0.05,1343,41,2,3,Active
1420954862,M,33,Married,3,$70K - $90K,Silver,14918,5,25,2028,0.136,2171,35,2,2,Active
1425183362,F,45,Unknown,4,Less than $50K,Gold,13131,5,30,1965,0.15,1795,37,2,2,Active
1544067512,M,40,Single,4,$90K - $110K,Silver,14315,5,29,690,0.048,2603,56,2,1,Active
1430377262,M,43,Married,4,$90K - $110K,Silver,3304,3,35,2517,0.762,14565,120,3,2,Active
1430186462,M,42,Married,3,$90K - $110K,Silver,18177,2,36,841,0.046,8512,94,3,3,Active
1558725662,F,49,Married,3,Less than $50K,Silver,2919,3,35,2032,0.696,4937,75,3,3,Active
1426063412,M,64,Single,0,Less than $50K,Silver,1873,5,36,468,0.25,4738,82,1,4,Active
1421042912,M,48,Divorced,1,$90K - $110K,Silver,3131,3,36,2517,0.804,1439,40,0,1,Active
1427709962,F,51,Single,2,Unknown,Gold,31501,5,41,1810,0.057,3893,81,3,3,Active
1440003062,M,37,Married,3,$70K - $90K,Silver,11894,3,24,816,0.069,2438,45,2,1,Active
1575151412,M,41,Married,3,$70K - $90K,Silver,2624,4,34,1319,0.503,4189,74,2,2,Active
1587220562,F,54,Single,3,Less than $50K,Gold,13432,1,48,0,0,4909,50,2,5,Closed
1437159962,M,39,Married,2,$110K and Over,Silver,8906,2,26,0,0,809,15,4,3,Closed
1437037112,F,46,Single,2,Less than $50K,Silver,2586,6,36,2196,0.849,3944,78,3,2,Active
1596065912,M,47,Single,4,$70K - $90K,Silver,15594,5,41,0,0,4745,75,3,2,Active
1577455262,F,44,Single,3,Less than $50K,Silver,8861,1,17,1149,0.13,8387,102,3,2,Active
1440719012,F,46,Married,1,Less than $50K,Silver,1723,5,23,1010,0.586,4112,82,1,2,Active
1438922762,M,52,Married,1,$110K and Over,Silver,33864,4,41,989,0.029,1751,48,2,2,Active
1612324262,M,61,Married,1,$50K - $70K,Silver,3193,2,56,2517,0.788,1336,30,3,2,Active
1438841912,M,53,Married,2,$90K - $110K,Silver,4503,1,36,0,0,748,20,3,3,Closed
1421730662,M,48,Married,4,$50K - $70K,Silver,2916,6,29,1074,0.368,4020,84,2,1,Active
1437636362,F,44,Single,3,Less than $50K,Silver,5362,3,33,1984,0.37,3851,87,3,3,Active
1430231912,M,54,Single,1,$90K - $110K,Silver,11077,2,36,573,0.052,8165,87,2,3,Closed
1557703862,F,59,Married,1,Less than $50K,Silver,2687,3,40,2452,0.913,4697,81,1,3,Active
1623834812,M,36,Married,3,$50K - $70K,Silver,3152,6,31,1986,0.63,2530,50,2,2,Active
1618721462,M,38,Single,3,$90K - $110K,Silver,34516,6,33,2135,0.062,3514,63,2,2,Active
1426764662,F,42,Single,4,Less than $50K,Silver,1734,6,36,0,0,4092,76,1,2,Active
1423494512,F,30,Single,0,Unknown,Silver,13894,1,22,0,0,9351,69,4,2,Closed
1432613012,F,46,Married,3,$50K - $70K,Silver,3413,3,36,2372,0.695,5029,86,3,2,Active
1433116562,F,50,Single,3,Less than $50K,Silver,9966,6,39,0,0,4401,60,3,1,Active
1425022262,F,46,Single,3,Less than $50K,Diamond,15164,1,36,532,0.035,8356,68,5,3,Closed
1436810762,F,49,Divorced,2,$50K - $70K,Silver,7231,4,33,2517,0.348,3912,67,1,2,Active
1430547512,F,50,Single,2,Less than $50K,Silver,8520,3,37,814,0.096,1193,35,0,3,Active
1556802062,M,50,Married,0,$90K - $110K,Silver,4252,3,30,0,0,1598,45,2,4,Active
1432292162,F,36,Single,1,$50K - $70K,Silver,1888,6,25,0,0,1886,66,3,3,Active
1441416062,M,30,Single,2,$50K - $70K,Silver,4533,5,16,1977,0.436,2679,69,5,3,Active
1427734712,F,45,Married,4,Less than $50K,Silver,4908,3,38,0,0,827,21,3,4,Closed
1544737712,M,50,Single,2,$50K - $70K,Silver,4003,3,40,1851,0.462,15476,117,3,2,Active
1429349912,F,52,Married,3,$50K - $70K,Silver,3143,6,36,2268,0.722,4417,84,2,4,Active
1422231962,F,37,Married,3,Less than $50K,Silver,1438.3,6,25,674,0.469,1717,31,1,2,Active
1593810212,F,47,Married,1,$50K - $70K,Silver,1438.3,2,36,0,0,2584,42,2,3,Closed
1437393362,M,41,Married,4,$90K - $110K,Silver,28687,2,32,1607,0.056,7523,90,3,1,Active
1436793362,F,31,Single,0,Less than $50K,Silver,4254,3,22,2464,0.579,2366,62,1,1,Active
1418891312,F,38,Married,1,Less than $50K,Silver,4345,5,26,838,0.193,4770,62,1,1,Active
1442926562,M,53,Married,0,$50K - $70K,Silver,2875,5,39,1671,0.581,4399,88,2,2,Active
1428348362,F,51,Single,0,$50K - $70K,Silver,2637,3,36,1009,0.383,4525,83,1,2,Active
